Facility,Start Date,End Date,Region,State,Non-Add,Facility Type,Primary Facility,Center Area,Old Level,New Level,Class,Hours Of Ops,AT MIL,Oceanic,Arpt Ops,Instr Appr,Acft Handled,Instr Ops,Stage III/TCA,Seasonal,Classification
PNS:Pensacola Regional,201004,Present,7,FL,Yes,C,P31,ZJX,2,6,C,175,No,No,Yes,Yes,No,Yes,Yes,No,(7) Towers with Radar
PNT:Pontiac Municipal,199906,Present,C,IL,No,F,ZAU,ZAU,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
POB:Fayetteville/Pope AFB,199510,Present,7,NC,Yes,F,FAY,ZDC,,,,240,Yes,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
POC:La Verne/Brackett Field,201109,Present,4,CA,Yes,E,SCT,ZLA,2,6,D,140,No,No,Yes,Yes,No,Yes,No,No,(7) Towers with Radar
POE:Fort Polk,199610,Present,2,LA,Yes,F,POE,ZHU,,,,240,Yes,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
POF:Poplar Bluff,202002,Present,3,MO,No,F,ZME,ZME,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
POH:Pocahontas Muni,------,Present,3,IA,No,F,ZMP,ZMP,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
POK:Ft Polk,------,Present,2,LA,No,F,ZHU,ZHU,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
POU:Poughkeepsie/Dutchess Co,201005,Present,1,NY,Yes,E,N90,ZNY,2,5,D,140,No,No,Yes,Yes,No,Yes,No,No,(7) Towers with Radar
POY:Powell Lovell,------,Present,S,WY,No,F,ZLC,ZLC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
PPA:Pampa/P Lefors Field,202002,Present,2,TX,No,F,ZAB,ZAB,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
PPC:Prospect Creek,------,Present,5,AK,No,F,ZAN,ZAN,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
PPF:Parsons Tri City,------,Present,3,KS,No,F,ZKC,ZKC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
PPO:La Porte Municipal,199710,Present,C,IN,Yes,F,SBN,ZAU,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
PPQ:Pittsfield Penstone Muni,------,Present,C,IL,No,F,ZKC,ZKC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
PQI:Presque Isle/N ME Regional,199610,Present,E,ME,No,F,ZBW,ZBW,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
PQL:Pascagoula/Lott Int'l,201302,Present,7,MS,Yes,F,MOB,ZHU,,13,D,150,Yes,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
PQN:Pipestone Municipal,199310,Present,C,MN,No,F,ZMP,ZMP,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
PRB:Paso Robles,------,Present,4,CA,No,F,ZOA,ZOA,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
PRC:Prescott/E A Love Field,202002,Present,4,AZ,Yes,E,ZAB,ZAB,3,7,D,160,No,No,Yes,Yes,No,Yes,No,No,(7) Towers with Radar
PRG:Paris/Edgar County,199610,Present,C,IL,Yes,F,HUF,ZID,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
PRN:Greenville Muni,------,Present,7,AL,No,F,ZTL,ZTL,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
PRO:Perry Municipal,------,Present,3,IA,Yes,F,DSM,ZAU,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
PRX:Paris/Cox Field,------,Present,2,TX,No,F,ZFW,ZFW,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
PSB:Philipsburg,------,Present,1,PA,No,F,ZNY,ZNY,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
PSC:Pasco Tri Cities,201006,Present,S,WA,No,B,PSC,ZSE,2,7,D,160,No,No,Yes,Yes,No,Yes,No,No,(3) Combined TRACON & Tower with Radar
PSE:Ponce Mercedita,------,Present,7,PR,No,F,ZSU,ZSU,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
PSF:Pittsfield Municipal,199610,Present,E,MA,Yes,F,ALB,ZBW,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
PSG:Petersburg/J A Johnson,199610,Present,5,AK,No,F,ZAN,ZAN,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
PSK:Dublin/New River Valley,------,Present,1,VA,Yes,F,ROA,ZDC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
PSM:Pease Int'l Tradeport,199210,Present,E,NH,Yes,F,A90,ZBW,,,,240,Yes,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
PSN:Palestine,------,Present,2,TX,No,F,ZFW,ZFW,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
PSP:Palm Springs Regional,201109,Present,4,CA,Yes,C,SCT,ZLA,3,7,T,170,No,No,Yes,Yes,No,Yes,Yes,No,(7) Towers with Radar
PSX:Palacios,------,Present,2,TX,No,F,ZHU,ZHU,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
PTB:Petersburg Municipal,200302,Present,1,VA,Yes,F,PCT,ZDC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
PTD:Postdam Muni/Damon Field,------,Present,1,NY,No,F,ZBW,ZBW,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
PTG:Pennington Gap/Lee Cty,199210,Present,1,VA,Yes,F,TRI,ZTL,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
PTH:Port Heiden,199006,Present,5,AK,No,F,ZAN,ZAN,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
PTK:Pontiac/Oakland Cnty Int`l,201107,Present,C,MI,Yes,E,D21,ZOB,3,7,D,180,No,No,Yes,Yes,No,Yes,No,No,(7) Towers with Radar
PTN:Patterson/Williams Memor,199510,Present,2,LA,Yes,F,MSY,ZHU,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
PTS:Pittsburg/Atkinson Muni,199210,Present,3,KS,No,F,ZKC,ZKC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
PTT:Pratt,------,Present,3,KS,No,F,ZKC,ZKC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
PTV:Porterville Municipal,199610,Present,4,CA,Yes,F,BFL,ZLA,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
PTW:Pottstown/Limerick,199210,Present,1,PA,Yes,F,PHL,ZNY,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
PTY:Panama City Paitilla,------,Present,7,CZ,No,F,ZLB,ZLB,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
PUB:Pueblo Memorial,201106,Present,S,CO,Yes,C,D01,ZDV,2,7,D,160,No,No,Yes,Yes,No,No,No,No,(7) Towers with Radar
PUC:Price,------,Present,S,UT,No,F,ZLC,ZLC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
PUO:Prudhoe Bay,------,Present,5,AK,No,F,ZAN,ZAN,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
PUW:Pullman,------,Present,S,WA,No,F,ZSE,ZSE,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
PVB:Platteville Municipal,199610,Present,C,WI,No,F,ZAU,ZAU,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
PVC:Provincetown Municipal,201803,Present,E,MA,Yes,F,A90,ZBW,0,0,D,240,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
PVD:Providence,200609,Present,E,RI,No,B,PVD,ZBW,4,8,C,183,No,No,Yes,Yes,No,Yes,Yes,No,(3) Combined TRACON & Tower with Radar
PVE:Perryville,------,Present,3,MO,No,F,ZKC,ZKC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
PVF:Placerville,200210,Present,4,CA,Yes,F,NCT,ZOA,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
PVG:Portsmouth/Hampton Roads,------,Present,1,VA,Yes,F,ORF,ZDC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
PVU:Provo Municipal,201302,Present,S,UT,Yes,G,S56,ZLC,,13,D,140,No,No,Yes,Yes,No,Yes,No,No,(11) Federal Contract Tower
PVW:Plainview Hale County,198109,Present,2,TX,Yes,F,LBB,ZFW,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
PVZ:Painesville/Casement,199610,Present,C,OH,Yes,F,CLE,ZOB,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
PWA:Oklahoma City/Wiley Post,201302,Present,2,OK,Yes,G,OKC,ZFW,0,13,D,150,No,No,Yes,Yes,No,Yes,No,No,(11) Federal Contract Tower
PWC:Pine River Regional Arpt,200112,Present,C,MN,Yes,F,ZMP,ZMP,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
PWG:McGregor Municipal,199510,Present,2,TX,Yes,F,ACT,ZFW,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
PWK:Chicago/Palwaukee Muni,201109,Present,C,IL,Yes,E,C90,ZAU,2,6,D,160,No,No,Yes,Yes,No,Yes,No,No,(7) Towers with Radar
PWM:Portland Int`l Jetport,200811,Present,E,ME,No,B,PWM,ZBW,3,7,C,183,No,No,Yes,Yes,No,Yes,Yes,No,(3) Combined TRACON & Tower with Radar
PWT:Bremerton National,199610,Present,S,WA,Yes,F,S46,ZSE,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
PXE:Perry/Houston Cnty,199704,Present,7,GA,Yes,F,M87,ZTL,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
PYM:Plymouth Municipal,201803,Present,E,MA,Yes,F,A90,ZBW,0,0,D,240,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
PYX:Perryton Municipal,------,Present,2,TX,No,F,ZKC,ZKC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
PZQ:Rogers City/Presque Isle,199510,Present,3,MI,No,F,ZMP,ZMP,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
Q00:Littlefield Municipal,------,Present,2,TX,No,F,ZFW,ZFW,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
Q01:Perryton Kershaw,------,Present,2,TX,No,F,ZKC,ZKC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
Q05:Corcoran,------,Present,4,CA,No,F,ZOA,ZOA,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
Q34:Portales Municipal,202002,Present,2,NM,No,F,ZAB,ZAB,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
Q49:Firebaugh,200303,Present,4,CA,Yes,F,SCT,ZOA,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
Q52:El Rico,------,Present,4,CA,No,F,ZOA,ZOA,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
Q60:Fresno/Sierra Sky Park,199901,Present,4,CA,Yes,F,FAT,ZOA,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
Q70:Stratford Field,202002,Present,2,TX,No,F,ZAB,ZAB,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
R90:Omaha TRACON,200410,Present,3,NE,No,A,R90,ZMP,3,8,C,240,No,No,No,Yes,No,Yes,Yes,No,"(2) TRACON, RAPCON, or CERAP"
RAC:Racine/J H Batten,199610,Present,C,WI,Yes,F,MKE,ZAU,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
RAL:Riverside Municipal,201302,Present,4,CA,Yes,G,SCT,ZLA,0,13,D,130,No,No,Yes,Yes,No,Yes,No,No,(11) Federal Contract Tower
RAP:Rapid City Regional,201302,Present,C,SD,Yes,G,RCA,ZDV,0,13,D,160,No,No,Yes,Yes,No,Yes,No,No,(11) Federal Contract Tower
RBD:Dallas Redbird,201302,Present,2,TX,Yes,G,D10,ZFW,0,13,D,130,No,No,Yes,Yes,No,Yes,No,No,(11) Federal Contract Tower
RBE:Bassett/Rock County,199110,Present,3,NE,No,F,ZDV,ZDV,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
RBG:Roseburg,------,Present,S,OR,No,F,ZSE,ZSE,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
RBL:Red Bluff,------,Present,4,CA,No,F,ZOA,ZOA,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
RBM:N Little Rock/Camp Robins,202002,Present,2,AR,Yes,F,LIT,ZME,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
RBW:Walterboro Municipal,------,Present,7,SC,Yes,F,CHS,ZJX,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
RCA:Rapid City/Ellsworth AFB,201302,Present,C,SD,No,F,RCA,ZDV,,13,,175,Yes,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
RCR:Rochester/Fulton County,199510,Present,C,IN,Yes,F,SBN,ZAU,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
RCT:Reed City/Nartron Field,198910,Present,C,MI,Yes,F,LAN,ZOB,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
RCX:Ladysmith/Rusk County,------,Present,C,WI,No,F,ZMP,ZMP,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
RDD:Redding,201302,Present,4,CA,Yes,G,ZOA,ZOA,0,13,D,150,No,No,Yes,Yes,No,Yes,No,No,(11) Federal Contract Tower
RDG:Reading Regional,200808,Present,1,PA,No,B,RDG,ZNY,2,7,D,180,No,No,Yes,Yes,No,Yes,No,No,(3) Combined TRACON & Tower with Radar
RDK:Red Oak,198710,Present,3,IA,Yes,F,R90,ZAU,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
RDM:Redmond/Roberts Field,201302,Present,S,OR,Yes,G,ZSE,ZSE,0,13,D,140,No,No,Yes,Yes,No,Yes,No,No,(11) Federal Contract Tower
RDR:Grand Forks AFB,199610,Present,C,ND,No,F,RDR,ZMP,,,,170,Yes,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
RDU:Raleigh-Durham Int`l,200411,Present,7,NC,No,B,RDU,ZDC,4,9,C,240,No,No,Yes,Yes,No,Yes,Yes,No,(3) Combined TRACON & Tower with Radar
REE:Reese AFB,------,Present,2,TX,Yes,F,LBB,ZFW,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
RFD:Rockford,200906,Present,C,IL,No,B,RFD,ZAU,3,7,T,240,No,No,Yes,Yes,No,Yes,Yes,No,(3) Combined TRACON & Tower with Radar
RFG:Refugio,------,Present,2,TX,No,F,ZHU,ZHU,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
RGK:Red Wing Municipal,199510,Present,C,MN,Yes,F,M98,ZMP,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
RHI:Rhinelander,------,Present,C,WI,No,F,ZMP,ZMP,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
RHV:San Jose/Reid-Hillview,201009,Present,4,CA,Yes,E,NCT,ZOA,2,6,D,150,No,No,Yes,Yes,No,Yes,No,No,(7) Towers with Radar
RIC:Richmond International,200707,Present,1,VA,Yes,C,PCT,ZDC,4,6,C,240,No,No,Yes,Yes,No,Yes,Yes,No,(7) Towers with Radar
RID:Richmond Municipal,------,Present,C,IN,Yes,F,DAY,ZID,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
RIE:Rice Lake Municipal,199510,Present,C,WI,No,F,ZMP,ZMP,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
RIL:Rifle/Garfield Cty Rgnl,199210,Present,S,CO,Yes,F,ASE,ZDV,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
RIU:Rancho Murieta,------,Present,4,CA,No,F,ZOA,ZOA,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
RIW:Riverton,------,Present,S,WY,No,F,ZLC,ZLC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
RKD:Rockland/Knox Cnty Rgnl,198910,Present,E,ME,Yes,F,NHZ,ZBW,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
RKP:Rockport Aransas County,------,Present,2,TX,Yes,F,CRP,ZHU,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
RKR:Poteau,202002,Present,2,OK,Yes,F,FSM,ZME,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
RKS:Rock Springs,------,Present,S,WY,No,F,ZLC,ZLC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
RKW:Rockwood,------,Present,7,TN,No,F,ZTL,ZTL,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
RLD:Richland,199001,Present,S,WA,Yes,F,PSC,ZSE,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
RME:Rome,201302,Present,1,NY,Yes,G,T52,ZBW,0,13,D,140,No,No,Yes,Yes,No,Yes,No,No,(11) Federal Contract Tower
RMG:Rome,------,Present,7,GA,No,F,ZTL,ZTL,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
RMY:Marshall/Brooks Field,199610,Present,C,MI,Yes,F,AZO,ZAU,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
RNC:McMinnville/Warren Co Mem,202002,Present,7,TN,No,F,ZME,ZME,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
RND:Randolph AFB,------,Present,2,TX,No,F,SAT,ZHU,0,0,,120,Yes,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
RNH:New Richmond Muni,200112,Present,C,WI,Yes,F,ZMP,ZMP,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
RNM:Ramona Airport,201302,Present,4,CA,Yes,G,SCT,ZLA,,13,D,120,No,No,Yes,Yes,No,Yes,No,No,(11) Federal Contract Tower
RNO:Reno/Tahoe International,201302,Present,4,NV,Yes,C,NCT,ZOA,3,5,C,240,No,No,Yes,Yes,No,No,No,No,(7) Towers with Radar
RNV:Cleveland Municipal,202002,Present,7,MS,No,F,ZME,ZME,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
ROA:Roanoke Regional,200906,Present,1,VA,No,B,ROA,ZDC,3,7,C,240,No,No,Yes,Yes,No,Yes,Yes,No,(3) Combined TRACON & Tower with Radar
ROC:Greater Rochester Int`l,200612,Present,1,NY,No,B,ROC,ZOB,3,7,C,240,No,No,Yes,Yes,No,Yes,Yes,No,(3) Combined TRACON & Tower with Radar
ROG:Rogers,202002,Present,2,AR,Yes,G,FSM,ZME,0,0,D,140,No,No,Yes,Yes,No,Yes,No,No,(11) Federal Contract Tower
ROS:Rush City Regional,199907,Present,C,MN,No,F,ZMP,ZMP,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
ROW:Roswell Industrial Air Cnt,202002,Present,2,NM,No,B,ROW,ZAB,2,7,D,150,No,No,Yes,Yes,No,Yes,No,No,(3) Combined TRACON & Tower with Radar
ROX:Roseau,------,Present,C,MN,No,F,ZMP,ZMP,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
RPB:Belleville,------,Present,3,KS,No,F,ZMP,ZMP,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
RPD:Rice Lake Regional,199510,Present,C,WI,No,F,ZMP,ZMP,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
RQB:Big Rapids/Roben-Hood,199804,Present,C,MI,No,F,ZMP,ZMP,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
RRL:Merrill Municipal,------,Present,C,WI,No,F,ZMP,ZMP,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
RRQ:Rock Rapids Municipal,199610,Present,3,IA,Yes,F,FSD,ZMP,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
RRT:Warroad Intl/S Carlson Fld,199510,Present,C,MN,No,F,ZMP,ZMP,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
RSG:Rock Springs,------,Present,2,TX,No,F,ZHU,ZHU,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
RSL:Russell,------,Present,3,KS,No,F,ZKC,ZKC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
RSN:Ruston Regional,199610,Present,2,LA,Yes,F,MLU,ZFW,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
RST:Rochester International,201109,Present,C,MN,No,B,RST,ZMP,2,6,D,180,No,No,Yes,Yes,No,Yes,No,No,(3) Combined TRACON & Tower with Radar
RSV:Robinson Municipal,------,Present,C,IL,Yes,F,HUF,ZID,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
RSW:Ft Myers/SW FL Int`l,200809,Present,7,FL,No,B,RSW,ZMA,3,8,C,180,No,No,Yes,Yes,No,Yes,Yes,No,(3) Combined TRACON & Tower with Radar
RTN:Raton Municipal/Crews Fld,202002,Present,2,NM,No,F,ZAB,ZAB,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
RTO:Colton,------,Present,4,CA,Yes,F,RIV,ZLA,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
RUE:Russellville Regional,202002,Present,2,AR,No,F,ZME,ZME,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
RUG:Rugby,------,Present,C,ND,No,F,ZMP,ZMP,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
RUQ:Salisbury/Rowan County,------,Present,7,NC,Yes,F,CLT,ZTL,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
RUT:Rutland State,199610,Present,E,VT,No,F,ZBW,ZBW,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
RVJ:Reidsville,------,Present,7,GA,No,F,ZJX,ZJX,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
RVL:Reedsville Miffin County,------,Present,1,PA,No,F,ZNY,ZNY,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
RVN:Rogersville/Hawkins Cty,199210,Present,7,TN,Yes,F,TRI,ZTL,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
RVS:Tulsa/Riverside,201108,Present,2,OK,Yes,E,TUL,ZKC,2,8,D,150,No,No,Yes,Yes,No,Yes,No,No,(7) Towers with Radar
RWF:Redwood Falls,------,Present,C,MN,No,F,ZMP,ZMP,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
RWI:Rocky Mt-Wilson Regional,199610,Present,7,NC,No,F,ZDC,ZDC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
RWL:Rawlins Municipal,199110,Present,S,WY,No,F,ZDV,ZDV,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
RWN:Winamac/Arens Field,199510,Present,C,IN,Yes,F,SBN,ZAU,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
RXE:Rexburg/Madison County,199809,Present,S,ID,No,F,ZLC,ZLC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
RYN:Tucson/Ryan Field,202002,Present,4,AZ,Yes,G,U90,ZAB,0,0,D,140,No,No,Yes,Yes,No,Yes,No,No,(11) Federal Contract Tower
RYV:Watertown Municipal,------,Present,C,WI,Yes,F,MSN,ZAU,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
RYY:Marietta/Cobb County,201302,Present,7,GA,Yes,G,A80,ZTL,0,13,D,160,No,No,Yes,Yes,No,Yes,No,No,(11) Federal Contract Tower
RZL:Rensselaer/Jasper County,------,Present,C,IN,No,F,ZAU,ZAU,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
RZN:Siren/Burnett Co,199310,Present,C,WI,No,F,ZMP,ZMP,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
RZT:Chillicothe-Ross County,------,Present,C,OH,Yes,F,CMH,ZID,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
RZZ:Roanoke Rapids/Halifax Cty,199610,Present,7,NC,No,F,ZDC,ZDC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
S01:Conrad,------,Present,S,MT,No,F,ZLC,ZLC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
S12:Albany Municipal,199210,Present,S,OR,Yes,F,EUG,ZSE,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
S19:Friday Harbor,------,Present,S,WA,No,F,ZSE,ZSE,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
S21:Sunriver,199310,Present,S,OR,No,F,ZSE,ZSE,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
S22:Hermiston Municipal,199210,Present,S,OR,Yes,F,PSC,ZSE,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
S24:Fremont/Sandusky Cnty Rgnl,199908,Present,C,OH,Yes,F,TOL,ZOB,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
S29:Gwinner Municipal,------,Present,C,ND,No,F,ZMP,ZMP,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
S30:Lebanon,------,Present,S,OR,No,F,ZSE,ZSE,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
S32:Cooperstown Muni Arpt,200112,Present,C,ND,Yes,F,ZMP,ZMP,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
S33:Madras City County,------,Present,S,OR,No,F,ZSE,ZSE,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
S36:Kent,------,Present,S,WA,Yes,F,SEA,ZSE,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
S44:Spanaway,198708,Present,S,WA,Yes,F,S46,ZSE,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
S45:Springfield,------,Present,S,OR,No,F,ZSE,ZSE,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
S46:Seattle/Tacoma TRACON,200508,Present,S,WA,No,A,S46,ZSE,5,10,B,240,No,No,No,Yes,No,Yes,Yes,No,"(2) TRACON, RAPCON, or CERAP"
S50:Auburn,------,Present,S,WA,Yes,F,SEA,ZSE,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
S56:Salt Lake City TRACON,200411,Present,S,UT,No,A,S56,ZLC,5,10,B,240,No,No,No,Yes,No,Yes,Yes,No,"(2) TRACON, RAPCON, or CERAP"
S67:Nampa Municipal,------,Present,S,ID,No,F,ZLC,ZLC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
S88:Arlington Municipal,------,Present,S,WA,No,F,ZSE,ZSE,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
SAA:Saratoga/Shively Field,199610,Present,S,WY,No,F,ZDV,ZDV,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
SAC:Sacramento Executive,201302,Present,4,CA,Yes,G,NCT,ZOA,0,13,D,150,No,No,Yes,Yes,No,Yes,No,No,(11) Federal Contract Tower
